market_home_prob,market_draw_prob,market_away_prob,home_elo_rating,away_elo_rating,elo_difference,home_attack_rating,away_attack_rating,attack_diff,home_defense_rating,away_defense_rating,defense_diff,home_form_points,away_form_points,form_difference,home_goals_scored_avg,away_goals_scored_avg,goals_scored_diff,home_goals_conceded_avg,away_goals_conceded_avg,goals_conceded_diff,home_advantage_factor,league_competitiveness,match_importance,rest_days_home,rest_days_away,rest_days_difference
0.4999370826163594,0.3451447234250538,0.15491819395858675,1500.0,1500.0,0.0,1.0,1.0,0.0,0.9615384615384615,0.9615384615384615,0.0,0.0,0.0,0.0,2.5,2.5,0.0,2.5,2.5,0.0,0.22,0.85,0.7447236141878363,7.0,4.0,3.0
0.5098526808215319,0.3440298474745651,0.14611747170390293,1500.0,1500.0,0.0,1.0,1.0,0.0,0.9615384615384615,0.9615384615384615,0.0,0.0,0.0,0.0,2.5,2.5,0.0,2.5,2.5,0.0,0.22,0.85,0.6420306978125064,7.0,4.0,3.0
0.5062882215542692,0.351083894656431,0.14262788378929978,1500.0,1500.0,0.0,1.0,1.0,0.0,0.9615384615384615,0.9615384615384615,0.0,0.0,0.0,0.0,2.5,2.5,0.0,2.5,2.5,0.0,0.22,0.85,0.7608949054436513,3.0,7.0,-4.0
0.5073870950286568,0.3467061453545382,0.14590675961680497,1500.0,1500.0,0.0,1.0,1.0,0.0,0.9615384615384615,0.9615384615384615,0.0,0.0,0.0,0.0,2.5,2.5,0.0,2.5,2.5,0.0,0.22,0.85,0.7542642899164209,3.0,4.0,-1.0
0.5200828631321697,0.3424992807605507,0.13741785610727958,1500.0,1500.0,0.0,1.0,1.0,0.0,0.9615384615384615,0.9615384615384615,0.0,0.0,0.0,0.0,2.5,2.5,0.0,2.5,2.5,0.0,0.22,0.85,0.5496499323990967,7.0,7.0,0.0
0.5006901836197872,0.34421175609898136,0.15509806028123135,1500.0,1500.0,0.0,1.0,1.0,0.0,0.9615384615384615,0.9615384615384615,0.0,0.0,0.0,0.0,2.5,2.5,0.0,2.5,2.5,0.0,0.22,0.85,0.6905970040124964,3.0,3.0,0.0
0.49515171702765265,0.33877237939804383,0.1660759035743034,1500.0,1500.0,0.0,1.0,1.0,0.0,0.9615384615384615,0.9615384615384615,0.0,0.0,0.0,0.0,2.5,2.5,0.0,2.5,2.5,0.0,0.22,0.85,0.5124491976529719,4.0,7.0,-3.0
0.505748212393669,0.35631574707530483,0.13793604053102626,1500.0,1500.0,0.0,1.0,1.0,0.0,0.9615384615384615,0.9615384615384615,0.0,0.0,0.0,0.0,2.5,2.5,0.0,2.5,2.5,0.0,0.22,0.85,0.7573804741991987,7.0,4.0,3.0
0.5025183432998375,0.3567619539198329,0.1407197027803297,1500.0,1500.0,0.0,1.0,1.0,0.0,0.9615384615384615,0.9615384615384615,0.0,0.0,0.0,0.0,2.5,2.5,0.0,2.5,2.5,0.0,0.22,0.85,0.7859360343182413,7.0,14.0,-7.0
0.5063730778039243,0.3457800317671327,0.14784689042894306,1500.0,1500.0,0.0,1.0,1.0,0.0,0.9615384615384615,0.9615384615384615,0.0,0.0,0.0,0.0,2.5,2.5,0.0,2.5,2.5,0.0,0.22,0.85,0.6582763919816497,3.0,3.0,0.0
0.5006866689599673,0.3551649671575439,0.1441483638824887,1488.4820799936924,1479.5179200063076,8.964159987384846,0.4,0.0,0.4,1.1904761904761905,2.2727272727272725,-1.082251082251082,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,-1.0,0.22,0.85,0.7178254554451552,3.0,4.0,-1.0
0.4021758640846044,0.3370977854512354,0.26072635046416026,1488.4820799936924,1511.5179200063076,-23.035840012615154,0.0,1.6,-1.6,2.2727272727272725,2.2727272727272725,0.0,0.0,3.0,-3.0,0.0,4.0,-4.0,1.0,1.0,0.0,0.22,0.85,0.6597412723651692,7.0,7.0,0.0
0.5313463521196059,0.33165063727980076,0.13700301060059336,1504.4820799936924,1495.5179200063076,8.964159987384846,0.4,0.4,0.0,2.2727272727272725,2.2727272727272725,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.22,0.85,0.5498765991049102,4.0,7.0,-3.0
0.5715083663473739,0.32680378112186703,0.10168785253075921,1520.4820799936924,1495.5179200063076,24.964159987384846,0.4,0.8,-0.4,25.0,1.1904761904761905,23.80952380952381,3.0,1.0,2.0,1.0,2.0,-1.0,0.0,2.0,2.0,0.22,0.85,0.7909456593901354,7.0,14.0,-7.0
0.45738827425924594,0.3444820007167096,0.19812972502404444,1504.4820799936924,1511.5179200063076,-7.035840012615154,0.8,0.4,0.4,1.1904761904761905,25.0,-23.80952380952381,1.0,3.0,-2.0,2.0,1.0,1.0,2.0,0.0,-2.0,0.22,0.85,0.7286636174942531,7.0,3.0,4.0
0.5063237641503389,0.33684498681565245,0.15683124903400866,1520.4820799936924,1511.5179200063076,8.964159987384846,1.2,2.0,-0.8,25.0,2.2727272727272725,22.727272727272727,3.0,3.0,0.0,3.0,5.0,-2.0,0.0,1.0,1.0,0.22,0.85,0.7000056955677539,7.0,7.0,0.0
0.522052017912322,0.32698705155094454,0.15096093053673332,1488.4820799936924,1479.5179200063076,8.964159987384846,0.4,0.0,0.4,0.4901960784313726,2.2727272727272725,-1.7825311942959,0.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,-4.0,0.22,0.85,0.6469357603964723,7.0,4.0,3.0
0.5113495286853864,0.3357787256017227,0.15287174571289083,1504.4820799936924,1495.5179200063076,8.964159987384846,0.4,0.4,0.0,2.2727272727272725,2.2727272727272725,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.22,0.85,0.655793807792691,3.0,7.0,-4.0
0.5173969079752959,0.34645770595198905,0.13614538607271506,1520.4820799936924,1511.5179200063076,8.964159987384846,0.4,0.8,-0.4,25.0,2.2727272727272725,22.727272727272727,3.0,3.0,0.0,1.0,2.0,-1.0,0.0,1.0,1.0,0.22,0.85,0.5557330864096124,3.0,4.0,-1.0
0.5059539622843351,0.34476876141471596,0.14927727630094903,1484.3776070973008,1488.4820799936924,-4.104472896391599,0.4,0.4,0.0,1.1904761904761905,0.6097560975609757,0.5807200929152148,1.0,0.0,1.0,1.0,1.0,0.0,2.0,4.0,2.0,0.22,0.85,0.6974922318518186,4.0,3.0,1.0
0.39641795474475466,0.31886846569568994,0.2847135795595554,1484.3776070973008,1516.300248462581,-31.922641365280242,0.4,0.8,-0.4,1.1904761904761905,2.2727272727272725,-1.082251082251082,1.0,4.0,-3.0,1.0,2.0,-1.0,2.0,1.0,-1.0,0.22,0.85,0.6674513551671323,4.0,14.0,-10.0
0.5279437122545957,0.336438809918293,0.13561747782711128,1517.036774519668,1499.6223929026992,17.41438161696874,1.0,0.2,0.8,2.2727272727272725,4.166666666666667,-1.8939393939393945,4.0,3.0,1.0,2.5,0.5,2.0,1.0,0.5,-0.5,0.22,0.85,0.7767935418810716,7.0,4.0,3.0
0.49301575024048455,0.35536256801912464,0.15162168174039087,1499.699751537419,1499.6223929026992,0.0773586347197579,0.2,0.6,-0.39999999999999997,2.2727272727272725,1.5625,0.7102272727272725,3.0,3.0,0.0,0.5,1.5,-1.0,1.0,1.5,0.5,0.22,0.85,0.7211397241869918,3.0,4.0,-1.0
0.5940371668898989,0.3132701875754407,0.09269264553466054,1532.3776070973008,1498.963225480332,33.41438161696874,0.6,0.2,0.39999999999999997,4.166666666666667,1.5625,2.604166666666667,6.0,3.0,3.0,1.5,0.5,1.0,0.5,1.5,1.0,0.22,0.85,0.6008970182811001,14.0,3.0,11.0
0.5042548586778698,0.3690555635128265,0.12668957780930362,1468.3776070973008,1468.994608728702,-0.6170016314010809,0.0,0.2,-0.2,0.9615384615384615,0.9615384615384615,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,2.5,2.5,0.0,0.22,0.85,0.6658444627155047,7.0,4.0,3.0
0.5668848147352766,0.33146572291776083,0.10164946234696269,1531.005391271298,1515.6223929026992,15.38299836859892,1.6,0.8,0.8,2.2727272727272725,2.2727272727272725,0.0,6.0,4.0,2.0,4.0,2.0,2.0,1.0,1.0,0.0,0.22,0.85,0.5256209090488165,14.0,7.0,7.0
0.29717998956941305,0.2665176527581976,0.43630235767238923,1468.3776070973008,1531.6223929026992,-63.24478580539835,0.2,0.8,-0.6000000000000001,1.5625,25.0,-23.4375,0.0,6.0,-6.0,0.5,2.0,-1.5,1.5,0.0,-1.5,0.22,0.85,0.6842558732957035,3.0,4.0,-1.0
0.40928155375564523,0.3372339849251569,0.2534844613191979,1479.5179200063076,1499.6223929026992,-20.1044728963916,0.0,1.0,-1.0,0.8064516129032258,0.9615384615384615,-0.1550868486352357,0.0,3.0,-3.0,0.0,2.5,-2.5,3.0,2.5,-0.5,0.22,0.85,0.6287448475874966,3.0,3.0,0.0
0.4517739451585099,0.33004080502174393,0.21818524981974616,1500.3776070973008,1515.6223929026992,-15.244785805398351,1.0,0.8,0.19999999999999996,2.2727272727272725,2.2727272727272725,0.0,3.0,4.0,-1.0,2.5,2.0,0.5,1.0,1.0,0.0,0.22,0.85,0.7512417558856324,3.0,3.0,0.0
0.27698055112492403,0.2768783454957157,0.44614110337936014,1476.789404600042,1536.7488813439436,-59.95947674390163,0.2,0.9333333333333333,-0.7333333333333334,0.6944444444444444,2.2727272727272725,-1.578282828282828,0.0,7.0,-7.0,0.5,2.3333333333333335,-1.8333333333333335,3.5,1.0,-2.5,0.22,0.85,0.6514734353750418,7.0,3.0,4.0
0.5031266455821518,0.3556236265910097,0.14124972782683848,1450.6912532007088,1447.921724359071,2.7695288416377934,0.26666666666666666,0.0,0.26666666666666666,1.4150943396226414,1.1904761904761905,0.22461814914645095,0.0,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,1.6666666666666667,2.0,0.33333333333333326,0.22,0.85,0.6730423758914768,3.0,3.0,0.0
0.25533199433694925,0.2694684796259924,0.47519952603705834,1459.9021068965912,1535.3958113025897,-75.49370440599841,0.2,0.8,-0.6000000000000001,0.8064516129032258,3.2608695652173916,-2.4544179523141656,0.0,7.0,-7.0,0.5,2.0,-1.5,3.0,0.6666666666666666,-2.3333333333333335,0.22,0.85,0.5158231856486653,7.0,3.0,4.0
0.5314300216700825,0.3417265351228634,0.12684344320705404,1496.0702824909513,1488.10775562921,7.962526861741253,0.6666666666666667,0.6666666666666667,0.0,1.744186046511628,1.1904761904761905,0.5537098560354374,4.0,3.0,1.0,1.6666666666666667,1.6666666666666667,0.0,1.3333333333333333,2.0,0.6666666666666667,0.22,0.85,0.5135454093236876,4.0,7.0,-3.0
0.6576949316890807,0.2912607509674406,0.05104431734347867,1511.826499016587,1465.2820442572922,46.544454759294695,0.8,0.26666666666666666,0.5333333333333334,2.2727272727272725,1.1904761904761905,1.082251082251082,5.0,1.0,4.0,2.0,0.6666666666666666,1.3333333333333335,1.0,2.0,1.0,0.22,0.85,0.5787225129467906,4.0,3.0,1.0
0.6584444525653219,0.29169203916179887,0.04986350827287927,1549.3087467992912,1504.8220092957015,44.486737503589666,0.8,0.4,0.4,5.769230769230769,1.4150943396226414,4.354136429608127,9.0,4.0,5.0,2.0,1.0,1.0,0.3333333333333333,1.6666666666666667,1.3333333333333335,0.22,0.85,0.6347235542404628,7.0,7.0,0.0
0.5535459468025458,0.34232683420269044,0.10412721899476388,1511.214388810908,1495.1170856908743,16.097303120033757,0.5333333333333333,0.4,0.1333333333333333,1.744186046511628,0.9615384615384615,0.7826475849731664,6.0,4.0,2.0,1.3333333333333333,1.0,0.33333333333333326,1.3333333333333333,2.5,1.1666666666666667,0.22,0.85,0.5997280076523096,4.0,3.0,1.0
0.3172415725229217,0.31222483294885117,0.37053359452822715,1500.0,1535.4498904740701,-35.449890474070116,1.0,0.8,0.19999999999999996,0.9615384615384615,2.2727272727272725,-1.311188811188811,0.0,7.0,-7.0,2.5,2.0,0.5,2.5,1.0,-1.5,0.22,0.85,0.6100394961938805,3.0,7.0,-4.0
